duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fHeaderBytes,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bVarianceDataBytes,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,sflow_fpacket,sflow_fbytes,sflow_bpacket,sflow_bbytes,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,FFNEPD,Init_Win_bytes_forward,Init_Win_bytes_backward,RRT_samples_clnt,Act_data_pkt_forward,min_seg_size_forward,calss
33164,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,30.15317815,30.15317815,60.30635629,14624.2914,71,414,242.5,242.5355644,33164,33164,33164,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
7050377,2,0,80,0,40,-1,40,-1,40,0,1,0,7050377,0,7050377,-1,7050377,-1,7050377,0,0,0,0,0,0,0,40,0,0.283672774,0,0.283672774,11.34691095,40,40,40,1,7050377,7050377,7050377,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,7050377,7050377,7050377,0,7050377,7050377,7050377,0,3,88704,-1,0,2,20,benign
51497,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,51497,0,1500,-1,32124,-1,17165.66667,0,15324.24823,0,1,0,0,0,80,0,77.67442764,0,77.67442764,4641.047051,52,83,59.75,15.48924358,1500,32124,17165.66667,15324.24823,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,4641,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,89792,-1,0,4,32,benign
1760748,2,0,80,0,40,-1,40,-1,40,0,1,0,1760748,0,1760748,-1,1760748,-1,1760748,0,0,0,0,0,0,0,40,0,1.135880887,0,1.135880887,45.43523548,40,40,40,1,1760748,1760748,1760748,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,1760748,1760748,1760748,0,1760748,1760748,1760748,0,3,88704,-1,0,2,20,benign
59975572,3,3,1070,771,52,52,588,667,356.6666667,257,275.4211926,355.0697115,59873902,59975572,5,46243,59873897,59929329,2.99E+07,3.00E+07,4.23E+07,4.23E+07,2,1,0,0,60,60,0.050020365,0.050020365,0.10004073,30.69583063,52,667,306.8333333,289.4007026,5,59873897,1.20E+07,2.68E+07,0,0,0,3,6,0,0,0,0.720560748,306.8333333,356.6666667,60,0,0,0,126074.5,257,0,0,0,3,1070,3,771,59922333,5.99E+07,59922333,0,59873897,5.99E+07,59873897,0,3,137152,12160,2,3,32,benign
446123,2,0,80,0,40,-1,40,-1,40,0,1,0,446123,0,446123,-1,446123,-1,446123,0,0,0,0,0,0,0,40,0,4.483068571,0,4.483068571,179.3227428,40,40,40,1,446123,446123,446123,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,88704,-1,0,2,20,benign
762696,1,2,64,116,64,52,64,64,64,58,0,8.426149773,0,762696,-1,762696,-1,762696,0,762696,0,0,1,1,0,0,20,40,1.311138383,2.622276766,3.933415148,236.0049089,52,64,60,6.892024376,304721,457975,381348,108366.9426,0,0,0,2,3,0,0,0,1.8125,60,64,20,0,0,0,71,58,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,156672,2,1,32,benign
28240003,2,0,80,0,40,-1,40,-1,40,0,1,0,28240003,0,28240003,-1,28240003,-1,2.82E+07,0,0,0,0,0,0,0,40,0,0.070821522,0,0.070821522,2.832860889,40,40,40,1,28240003,28240003,2.82E+07,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,28240003,2.82E+07,28240003,0,28240003,2.82E+07,28240003,0,3,88704,-1,0,2,20,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5120,-1,0,1,32,benign
7059752,2,0,80,0,40,-1,40,-1,40,0,1,0,7059752,0,7059752,-1,7059752,-1,7059752,0,0,0,0,0,0,0,40,0,0.283296071,0,0.283296071,11.33184282,40,40,40,1,7059752,7059752,7059752,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,7059752,7059752,7059752,0,7059752,7059752,7059752,0,3,88704,-1,0,2,20,benign
59827508,7,8,1618,1017,52,52,730,477,231.1428571,127.125,290.1125808,148.9332904,305002,59786225,1374,165,109751,59565994,50833.66667,8540889.286,42915.49895,2.25E+07,3,3,0,0,140,160,0.117003035,0.133717754,0.250720789,44.04328524,52,730,175.6666667,223.7112829,165,59522341,4273393.429,1.59E+07,1,2,0,6,14,0,0,0,0.62855377,175.6666667,231.1428571,140,0,0,0,22181.125,127,0,0,0,7,1618,8,1017,59827343,5.98E+07,59827343,0,59522341,5.95E+07,59522341,0,2,4194240,926720,5,7,32,benign
1761626,2,0,80,0,40,-1,40,-1,40,0,1,0,1761626,0,1761626,-1,1761626,-1,1761626,0,0,0,0,0,0,0,40,0,1.13531476,0,1.13531476,45.41259041,40,40,40,1,1761626,1761626,1761626,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,1761626,1761626,1761626,0,1761626,1761626,1761626,0,3,88704,-1,0,2,20,benign
587,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1703.577513,1703.577513,3407.155026,826235.0937,71,414,242.5,242.5355644,587,587,587,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
444628,2,0,80,0,40,-1,40,-1,40,0,1,0,444628,0,444628,-1,444628,-1,444628,0,0,0,0,0,0,0,40,0,4.498142267,0,4.498142267,179.9256907,40,40,40,1,444628,444628,444628,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,88704,-1,0,2,20,benign
2999,3,0,187,0,52,-1,83,-1,62.33333333,0,17.88388474,0,2999,0,1000,-1,1999,-1,1499.5,0,706.3989666,0,1,0,0,0,60,0,1000.333444,0,1000.333444,62354.11804,52,83,62.33333333,17.88388474,1000,1999,1499.5,706.3989666,1,0,0,1,3,0,0,0,0,62.33333333,62.33333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,101696,-1,0,1,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,-1,0,1,32,benign
214263,17,12,1980,1149,52,52,569,201,116.4705882,95.75,135.3188908,51.93636841,185875,185936,2,10,66752,63442,11617.1875,16903.27273,18483.48269,21774.72478,9,8,0,0,340,240,79.34174356,56.00593663,135.3476802,14603.54798,52,569,107.8965517,107.8477249,2,38539,7652.25,11713.50999,0,2,0,17,28,0,0,0,0.58030303,107.8965517,116.4705882,340,544,5,60030,2697.386364,95,507,5,501980,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,2722560,9,17,32,benign
59960075,3,1,1065,667,52,667,583,667,355,667,273.3285569,0,59958020,0,5,-1,59958015,-1,3.00E+07,0,4.24E+07,0,2,1,0,0,60,20,0.050033293,0.016677764,0.066711057,28.88588782,52,667,433,272.2896742,5,59958015,2.00E+07,3.46E+07,0,0,0,3,4,0,0,0,0.62629108,433,355,60,0,0,0,0,667,0,0,0,3,1065,1,667,59960070,6.00E+07,59960070,0,59958015,6.00E+07,59958015,0,2,135872,11904,1,3,32,benign
576,1,1,73,260,73,260,73,260,73,260,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1736.111111,1736.111111,3472.222222,578125,73,260,166.5,132.2251867,576,576,576,0,0,0,0,0,0,0,0,0,3.561643836,166.5,73,20,0,0,0,0,260,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
59911282,9,11,1797,6497,52,52,730,1390,199.6666667,590.6363636,261.4055757,604.9543409,300501,59876960,2,8,108625,59656163,37562.625,5987696,36655.80472,1.89E+07,3,5,0,0,180,220,0.150222123,0.183604818,0.333826941,138.4380324,52,1390,414.7,511.0878594,2,59610767,3153225.368,1.37E+07,1,2,0,8,19,0,0,0,3.615470228,414.7,199.6666667,180,0,0,0,365969.7545,590,4356,5,4400000,9,1797,11,6497,59911268,5.99E+07,59911268,0,59610767,5.96E+07,59610767,0,2,4194240,926720,10,9,32,benign
28262128,2,0,80,0,40,-1,40,-1,40,0,1,0,28262128,0,28262128,-1,28262128,-1,2.83E+07,0,0,0,0,0,0,0,40,0,0.07076608,0,0.07076608,2.830643184,40,40,40,1,28262128,28262128,2.83E+07,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,28262128,2.83E+07,28262128,0,28262128,2.83E+07,28262128,0,3,88704,-1,0,2,20,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5760,-1,0,1,32,benign
642368,2,1,116,64,52,64,64,64,58,64,8.426149773,0,642368,0,642368,-1,642368,-1,642368,0,0,0,1,1,0,0,40,20,3.113480124,1.556740062,4.670220185,280.2132111,52,64,60,6.892024376,273093,369275,321184,68010.94442,0,0,0,2,3,0,0,0,0.551724138,60,58,40,0,0,0,0,64,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,87040,150272,1,2,32,benign
29616,1,1,71,213,71,213,71,213,71,213,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,33.76553214,33.76553214,67.53106429,9589.411129,71,213,142,100.4041832,29616,29616,29616,0,0,0,0,0,0,0,0,0,3,142,71,20,0,0,0,0,213,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,-1,0,1,32,benign
602632,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,602632,0,5,-1,568622,-1,200877.3333,0,318929.6237,0,1,0,0,0,80,0,6.637549948,0,6.637549948,396.5936094,52,83,59.75,15.48924358,5,568622,200877.3333,318929.6237,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,396,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,90816,-1,0,4,32,benign
7061006,2,0,80,0,40,-1,40,-1,40,0,1,0,7061006,0,7061006,-1,7061006,-1,7061006,0,0,0,0,0,0,0,40,0,0.283245759,0,0.283245759,11.32983034,40,40,40,1,7061006,7061006,7061006,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,7061006,7061006,7061006,0,7061006,7061006,7061006,0,3,88704,-1,0,2,20,benign
59988530,5,3,2080,771,52,52,586,667,416,257,217.5678055,355.0697115,59934888,59934979,4,46895,59832267,59888084,1.50E+07,3.00E+07,2.99E+07,4.23E+07,4,1,0,0,100,60,0.083349267,0.05000956,0.133358827,47.52575201,52,667,356.375,264.276607,4,59832267,8569790,2.26E+07,0,0,0,5,8,0,0,0,0.370673077,356.375,416,100,0,0,0,126074.5,257,0,0,0,5,2080,3,771,59934884,5.99E+07,59934884,0,59832267,5.98E+07,59832267,0,3,133440,11648,2,5,32,benign
1758124,2,0,80,0,40,-1,40,-1,40,0,1,0,1758124,0,1758124,-1,1758124,-1,1758124,0,0,0,0,0,0,0,40,0,1.137576189,0,1.137576189,45.50304757,40,40,40,1,1758124,1758124,1758124,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,1758124,1758124,1758124,0,1758124,1758124,1758124,0,3,88704,-1,0,2,20,benign
59128138,2,4,682,693,52,52,630,472,341,173.25,408.7064962,199.7579786,78620,59058127,78620,15,78620,59057760,78620,1.97E+07,0,3.41E+07,1,3,0,0,40,80,0.033824843,0.067649687,0.10147453,23.25457974,52,630,229.1666667,254.6652051,15,59049166,1.18E+07,2.64E+07,1,0,0,4,6,0,0,0,1.016129032,229.1666667,341,40,0,0,0,39903.25,173,0,0,0,2,682,4,693,59127786,5.91E+07,59127786,0,59049166,5.90E+07,59049166,0,2,89792,5824,4,2,32,benign
446248,2,0,80,0,40,-1,40,-1,40,0,1,0,446248,0,446248,-1,446248,-1,446248,0,0,0,0,0,0,0,40,0,4.481812804,0,4.481812804,179.2725121,40,40,40,1,446248,446248,446248,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,88704,-1,0,2,20,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,-1,0,1,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,101696,-1,0,1,32,benign
106992,3,2,1068,719,52,52,586,667,356,359.5,274.5824102,434.8695207,106992,51060,4,51060,106988,51060,53496,51060,75649.11187,0,2,1,0,0,60,40,28.03947959,18.69298639,46.73246598,16702.18334,52,667,357.4,291.5125212,4,53599,26748,29572.38938,0,0,0,3,5,0,0,0,0.673220974,357.4,356,60,0,0,0,189111.5,359,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,132224,11328,1,3,32,benign
238683793,2,0,116,0,52,-1,64,-1,58,0,8.426149773,0,238683793,0,238683793,-1,238683793,-1,2.39E+08,0,0,0,0,0,0,0,40,0,0.008379287,0,0.008379287,0.485998645,52,64,58,8.426149773,238683793,238683793,2.39E+08,0,1,0,0,0,2,0,0,0,0,58,58,40,0,0,0,0,0,0,0,0,2,116,0,0,238683793,2.39E+08,238683793,0,238683793,2.39E+08,238683793,0,3,89792,-1,0,2,32,benign
28202380,2,0,166,0,83,-1,83,-1,83,0,1,0,28202380,0,28202380,-1,28202380,-1,2.82E+07,0,0,0,2,0,0,0,40,0,0.070916001,0,0.070916001,5.886028059,83,83,83,1,28202380,28202380,2.82E+07,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,28202380,2.82E+07,28202380,0,28202380,2.82E+07,28202380,0,3,105408,-1,0,2,32,benign
84683,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,11.80874556,11.80874556,23.61749111,1228.109538,52,52,52,1,84683,84683,84683,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,4800,1,1,32,benign
7068009,2,0,166,0,83,-1,83,-1,83,0,1,0,7068009,0,7068009,-1,7068009,-1,7068009,0,0,0,2,0,0,0,40,0,0.282965118,0,0.282965118,23.48610479,83,83,83,1,7068009,7068009,7068009,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,7068009,7068009,7068009,0,7068009,7068009,7068009,0,3,105408,-1,0,2,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,87616,-1,0,1,32,benign
265878,7,6,1618,882,52,52,730,477,231.1428571,147,290.1125808,170.4740449,265878,190389,1249,554,101002,80978,44313,38077.8,40693.14092,29260.9256,3,2,0,0,140,120,26.32786466,22.56674114,48.8946058,9402.808807,52,730,192.3076923,236.8497712,554,75488,22156.5,22865.77628,0,2,0,5,12,0,0,0,0.545117429,192.3076923,231.1428571,140,0,0,0,29061.4,147,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,926720,3,7,32,benign
295251052,2,0,104,0,52,-1,52,-1,52,0,1,0,295251052,0,295251052,-1,295251052,-1,2.95E+08,0,0,0,0,0,0,0,40,0,0.006773896,0,0.006773896,0.352242606,52,52,52,1,295251052,295251052,2.95E+08,0,1,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,295251052,2.95E+08,295251052,0,295251052,2.95E+08,295251052,0,3,87616,-1,0,2,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
32039502,2,0,166,0,83,-1,83,-1,83,0,1,0,32039502,0,32039502,-1,32039502,-1,3.20E+07,0,0,0,2,0,0,0,40,0,0.062422943,0,0.062422943,5.181104251,83,83,83,1,32039502,32039502,3.20E+07,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,32039502,3.20E+07,32039502,0,32039502,3.20E+07,32039502,0,3,106816,-1,0,2,32,benign
33451,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,29.89447251,29.89447251,59.78894502,14498.81917,71,414,242.5,242.5355644,33451,33451,33451,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
253911253,1,2,40,92,40,40,40,52,40,46,0,8.426149773,0,253856672,-1,253856672,-1,253856672,0,2.54E+08,0,0,0,0,0,0,20,40,0.003938384,0.007876768,0.011815152,0.51986668,40,52,44,6.892024376,54581,253856672,1.27E+08,1.79E+08,2,0,0,0,3,0,0,0,2.3,44,40,20,0,0,0,71,46,0,0,0,1,40,2,92,253911253,2.54E+08,253911253,0,253856672,2.54E+08,253856672,0,2,1920,88704,1,1,20,benign
440882,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,440882,0,4,-1,402001,-1,146960.6667,0,221724.9563,0,1,0,0,0,80,0,9.072722406,0,9.072722406,542.0951638,52,83,59.75,15.48924358,4,402001,146960.6667,221724.9563,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,542,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,107008,-1,0,4,32,benign
30839504,2,0,166,0,83,-1,83,-1,83,0,1,0,30839504,0,30839504,-1,30839504,-1,3.08E+07,0,0,0,2,0,0,0,40,0,0.064851886,0,0.064851886,5.382706544,83,83,83,1,30839504,30839504,3.08E+07,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,30839504,3.08E+07,30839504,0,30839504,3.08E+07,30839504,0,3,139328,-1,0,2,32,benign
1760127,2,0,166,0,83,-1,83,-1,83,0,1,0,1760127,0,1760127,-1,1760127,-1,1760127,0,0,0,2,0,0,0,40,0,1.136281643,0,1.136281643,94.3113764,83,83,83,1,1760127,1760127,1760127,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,1760127,1760127,1760127,0,1760127,1760127,1760127,0,3,105408,-1,0,2,32,benign
61144275,5,6,476,680,52,52,260,231,95.2,113.3333333,92.18974997,90.03814007,396503,60954584,2,12,199623,60749378,99125.75,1.22E+07,114463.168,2.71E+07,1,3,0,0,100,120,0.081773805,0.098128566,0.17990237,18.90610364,52,260,105.0909091,86.84924242,2,60747772,6114427.5,1.92E+07,1,2,0,4,10,0,0,0,1.428571429,105.0909091,95.2,100,0,0,0,8106.866667,113,568,4,70462,5,476,6,680,61144275,6.11E+07,61144275,0,60747772,6.07E+07,60747772,0,2,4194240,1145472,5,5,32,benign
447003,2,0,166,0,83,-1,83,-1,83,0,1,0,447003,0,447003,-1,447003,-1,447003,0,0,0,2,0,0,0,40,0,4.474242902,0,4.474242902,371.3621609,83,83,83,1,447003,447003,447003,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,105408,-1,0,2,32,benign
54436,1,1,69,158,69,158,69,158,69,158,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,18.37019619,18.37019619,36.74039239,4170.034536,69,158,113.5,62.924558,54436,54436,54436,0,0,0,0,0,0,0,0,0,2.289855073,113.5,69,20,0,0,0,0,158,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
102744,3,2,1005,719,52,52,523,667,335,359.5,249.456409,434.8695207,102744,46034,5,46034,102739,46034,51372,46034,72643.90805,0,2,1,0,0,60,40,29.19878533,19.46585689,48.66464222,16779.56864,52,667,344.8,280.3077773,5,53627,25686,28079.50622,0,0,0,3,5,0,0,0,0.715422886,344.8,335,60,0,0,0,189111.5,359,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,131008,11072,1,3,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,-1,0,1,32,benign
59252908,2,3,782,612,52,52,730,477,391,204,479.4173547,236.9314247,105246,59189427,105246,14,105246,59189413,105246,2.96E+07,0,4.19E+07,1,2,0,0,40,60,0.033753618,0.050630426,0.084384044,23.52627149,52,730,278.8,309.8700534,14,59147648,1.48E+07,2.96E+07,1,0,0,3,5,0,0,0,0.782608696,278.8,391,40,0,0,0,56136.5,204,0,0,0,2,782,3,612,59252894,5.93E+07,59252894,0,59147648,5.91E+07,59147648,0,2,104320,5824,3,2,32,benign
8010127,2,0,166,0,83,-1,83,-1,83,0,1,0,8010127,0,8010127,-1,8010127,-1,8010127,0,0,0,2,0,0,0,40,0,0.249683931,0,0.249683931,20.7237663,83,83,83,1,8010127,8010127,8010127,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,8010127,8010127,8010127,0,8010127,8010127,8010127,0,3,106816,-1,0,2,32,benign
59796019,3,0,199,0,52,-1,83,-1,66.33333333,0,15.61516357,0,59796019,0,5,-1,59796014,-1,2.99E+07,0,4.23E+07,0,1,0,0,0,60,0,0.050170564,0,0.050170564,3.327980747,52,83,66.33333333,15.61516357,5,59796014,2.99E+07,4.23E+07,1,0,0,1,3,0,0,0,0,66.33333333,66.33333333,60,0,0,0,0,0,0,0,0,3,199,0,0,59796014,5.98E+07,59796014,0,59796014,5.98E+07,59796014,0,4,105408,-1,0,3,32,benign
7710255,2,0,166,0,83,-1,83,-1,83,0,1,0,7710255,0,7710255,-1,7710255,-1,7710255,0,0,0,2,0,0,0,40,0,0.259394793,0,0.259394793,21.52976782,83,83,83,1,7710255,7710255,7710255,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,7710255,7710255,7710255,0,7710255,7710255,7710255,0,3,139328,-1,0,2,32,benign
8873,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,112.7014538,112.7014538,225.4029077,11720.9512,52,52,52,1,8873,8873,8873,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,105408,15552,1,1,32,benign
2000873,2,0,166,0,83,-1,83,-1,83,0,1,0,2000873,0,2000873,-1,2000873,-1,2000873,0,0,0,2,0,0,0,40,0,0.99956369,0,0.99956369,82.96378631,83,83,83,1,2000873,2000873,2000873,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,2000873,2000873,2000873,0,2000873,2000873,2000873,0,3,106816,-1,0,2,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,-1,0,1,32,benign
1920377,2,0,166,0,83,-1,83,-1,83,0,1,0,1920377,0,1920377,-1,1920377,-1,1920377,0,0,0,2,0,0,0,40,0,1.041462171,0,1.041462171,86.44136021,83,83,83,1,1920377,1920377,1920377,0,2,0,0,2,2,0,0,0,0,83,83,40,0,0,0,0,0,0,0,0,2,166,0,0,1920377,1920377,1920377,0,1920377,1920377,1920377,0,3,139328,-1,0,2,32,benign
423757,1,2,64,116,64,52,64,64,64,58,0,8.426149773,0,423757,-1,423757,-1,423757,0,423757,0,0,1,1,0,0,20,40,2.359843023,4.719686047,7.07952907,424.7717442,52,64,60,6.892024376,121160,302597,211878.5,128295.3331,0,0,0,2,3,0,0,0,1.8125,60,64,20,0,0,0,71,58,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,157056,2,1,32,benign
